metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg %ident	# proteins	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	Exodeoxyribonuclease III (EC 3.1.11.2)	3	-5.66667	81.0467	3	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	11	-3.72727	72.0391	11	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)	1	-3	67.86	1	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	Exonuclease SbcC	6	0.5	80.1183	6	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	Exonuclease SbcD	6	-2.16667	69.5767	6	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	G:T/U mismatch-specific uracil/thymine DNA-glycosylase	3	-5.66667	87.6767	3	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	9	0.111111	78.5811	8	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	RecA protein	8	-6.57143	82.3943	7	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	Recombinational DNA repair protein RecT (prophage associated)	1	2	100	1	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	Single-stranded DNA-binding protein	5	-2.2	73.202	5	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial	SOS-response repressor and protease LexA (EC 3.4.21.88)	3	-6	83.2967	3	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial MutL-MutS system	DNA mismatch repair protein MutL	12	-2.16667	74.9108	11	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial MutL-MutS system	DNA mismatch repair protein MutS	21	-2.80952	76.1733	16	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial MutL-MutS system	Recombination inhibitory protein MutS2	15	-4.78571	75.1364	12	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial photolyase	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	2	2.5	84.62	2	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecBCD pathway	ATP-dependent DNA helicase SCO5183	2	2.5	76.52	2	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecBCD pathway	Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)	2	3	86.11	2	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecBCD pathway	Exodeoxyribonuclease V beta chain (EC 3.1.11.5)	4	1	67.5475	4	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecBCD pathway	Exodeoxyribonuclease V gamma chain (EC 3.1.11.5)	1	3	84.62	1	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecBCD pathway	RecD-like DNA helicase Atu2026	1	-2	66.67	1	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecBCD pathway	RecD-like DNA helicase YrrC	19	-2.63158	72.3947	19	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecFOR pathway	ATP-dependent DNA helicase RecQ	5	-1.5	84.2775	4	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecFOR pathway	ATP-dependent DNA helicase, RecQ family	6	-4.33333	73.8267	4	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecFOR pathway	DNA recombination and repair protein RecF	4	-3.25	70.7125	4	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecFOR pathway	RecA protein	8	-6.57143	82.3943	7	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecFOR pathway	Recombination protein RecR	6	-1.16667	78.04	6	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecFOR pathway	Single-stranded DNA-binding protein	5	-2.2	73.202	5	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial RecFOR pathway	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	17	-1.70588	72.8453	17	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UmuCD system	Error-prone, lesion bypass DNA polymerase V (UmuC)	2	-3	86.11	2	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UmuCD system	Error-prone repair protein UmuD	3	-1.33333	64.56	3	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UmuCD system	RecA protein	8	-6.57143	82.3943	7	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UmuCD system	SOS-response repressor and protease LexA (EC 3.4.21.88)	3	-6	83.2967	3	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)	3	-0.666667	86.1767	3	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase Rep	3	-0.666667	72.8733	3	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase UvrD/PcrA	23	-3.52174	75.6035	23	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase UvrD/PcrA, actinomycete paralog	1	-2	65.52	1	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase UvrD/PcrA, proteobacterial paralog	2	-6.5	76.895	2	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase UvrD/PcrA/Rep	2	-2	75.43	2	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase UvrD/PcrA/Rep, epsilon proteobacterial type 2	1	0	75	1	
4441682.3	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	DNA helicase IV	1	-3	75	1	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	ATP-dependent DNA ligase (EC 6.5.1.1)	1	-1	73.68	1	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD	1	-1	73.68	1	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	1	1	66.67	1	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	1	2	73.68	1	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	DNA ligase (EC 6.5.1.2)	19	-2.31579	74.9295	16	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	DNA polymerase I (EC 2.7.7.7)	19	-3.15789	78.2537	18	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	Endonuclease III (EC 4.2.99.18)	6	-4.5	81.5717	6	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	Exodeoxyribonuclease I (EC 3.1.11.1)	1	1	76.47	1	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	Flap structure-specific endonuclease (EC 3.-.-.-)	1	3	100	1	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)	1	3	91.67	1	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	Ku domain protein	1	-1	72	1	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	17	-1.70588	72.8453	17	
4441682.3	DNA Metabolism	DNA repair	DNA Repair Base Excision	Uracil-DNA glycosylase, family 1	3	-5.33333	81.86	3	
4441682.3	DNA Metabolism	DNA repair	DNA repair, UvrABC system	Excinuclease ABC subunit A	41	-4.46341	80.6751	38	
4441682.3	DNA Metabolism	DNA repair	DNA repair, UvrABC system	Excinuclease ABC subunit A, dimeric form	1	-2	72	1	
4441682.3	DNA Metabolism	DNA repair	DNA repair, UvrABC system	Excinuclease ABC subunit A paralog in greater Bacteroides group	4	-5.75	77.3275	4	
4441682.3	DNA Metabolism	DNA repair	DNA repair, UvrABC system	Excinuclease ABC subunit A paralog of unknown function	3	1.33333	82.1933	3	
4441682.3	DNA Metabolism	DNA repair	DNA repair, UvrABC system	Excinuclease ABC subunit B	23	-6.13043	82.98	20	
4441682.3	DNA Metabolism	DNA repair	DNA repair, UvrABC system	Excinuclease ABC subunit C	23	-2.17391	75.3056	21	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	Archaeal DNA polymerase I (EC 2.7.7.7)	4	-6.5	90.59	3	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	Archaeal DNA polymerase II large subunit (EC 2.7.7.7)	2	-8	86.185	1	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	Archaeal DNA polymerase II small subunit (EC 2.7.7.7)	3	-6.66667	88.31	1	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	ATP-dependent DNA ligase (EC 6.5.1.1)	1	-1	73.68	1	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	Cell division control protein 6	4	-5.5	81.71	3	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	DNA polymerase sliding clamp protein PCNA	1	-5	100	1	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	DNA replication helicase protein MCM	3	-7	89.0333	1	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	Flap structure-specific endonuclease (EC 3.-.-.-)	1	3	100	1	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	Origin of replication recognition protein	4	-5.5	81.71	3	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	Replication factor A (ssDNA-binding protein)	2	3	95.835	2	
4441682.3	DNA Metabolism	DNA replication	DNA replication, archaeal	Ribonuclease HII (EC 3.1.26.4)	7	-3.85714	83.2257	6	
4441682.3	Clustering-based subsystems	DNA replication cluster 1	-	Chromosomal replication initiator protein DnaA	9	-2	79.7644	9	
4441682.3	Clustering-based subsystems	DNA replication cluster 1	-	DNA gyrase subunit B (EC 5.99.1.3)	23	-4.69565	75.0457	20	
4441682.3	Clustering-based subsystems	DNA replication cluster 1	-	DNA polymerase III beta subunit (EC 2.7.7.7)	2	-1	83.05	2	
4441682.3	Clustering-based subsystems	DNA replication cluster 1	-	DNA recombination and repair protein RecF	4	-3.25	70.7125	4	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Arrested fork binding	1	4	80	1	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	ATP-dependent DNA helicase RecG (EC 3.6.1.-)	11	-2.36364	69.7318	11	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	ATP-dependent DNA helicase RecQ	5	-1.5	84.2775	4	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Chromosomal replication initiator protein DnaA	9	-2	79.7644	9	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	4	-2	76.6225	4	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	DNA polymerase I (EC 2.7.7.7)	19	-3.15789	78.2537	18	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	DNA polymerase III alpha subunit (EC 2.7.7.7)	49	-3.20408	77.0008	42	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	DNA polymerase III beta subunit (EC 2.7.7.7)	2	-1	83.05	2	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	DNA polymerase III epsilon subunit (EC 2.7.7.7)	1	-1	58.62	1	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	11	-3.36364	79.5945	11	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	DNA primase (EC 2.7.7.-)	14	-1.92857	75.2529	14	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	DNA repair protein RecN	8	1.8	77.758	5	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)	2	3	86.11	2	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Exodeoxyribonuclease V beta chain (EC 3.1.11.5)	4	1	67.5475	4	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Exodeoxyribonuclease V gamma chain (EC 3.1.11.5)	1	3	84.62	1	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Helicase loader DnaI	2	-1	83.335	2	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Helicase PriA essential for oriC/DnaA-independent DNA replication	21	-0.952381	75.7619	16	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Holliday junction DNA helicase RuvA	4	0.5	74.1675	4	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Holliday junction DNA helicase RuvB	10	-5.7	83.847	10	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	RecA protein	8	-6.57143	82.3943	7	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Recombination protein RecR	6	-1.16667	78.04	6	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Replicative DNA helicase (EC 3.6.1.-)	17	-3.23529	73.2382	17	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Replicative DNA helicase (EC 3.6.1.-) [SA14-24]	8	-2	74.0175	8	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	17	-1.70588	72.8453	17	
4441682.3	DNA Metabolism	DNA replication	DNA-replication	Transcription-repair coupling factor	18	-3.76471	77.0288	16	
4441682.3	DNA Metabolism	DNA structural proteins, bacterial	-	DNA-binding protein HBsu	4	-1.33333	75.13	3	
4441682.3	DNA Metabolism	DNA structural proteins, bacterial	-	DNA-binding protein HU	4	-3.25	71.7575	4	
4441682.3	DNA Metabolism	DNA structural proteins, bacterial	-	DNA-binding protein HU-beta	2	-3.5	67.28	2	
4441682.3	DNA Metabolism	DNA replication	DNA topoisomerases, Type I, ATP-independent	DNA topoisomerase I (EC 5.99.1.2)	15	-3.8	78.996	14	
4441682.3	DNA Metabolism	DNA replication	DNA topoisomerases, Type I, ATP-independent	DNA topoisomerase III, Bacteroidales-type (EC 5.99.1.2)	2	-3.5	70.555	2	
4441682.3	DNA Metabolism	DNA replication	DNA topoisomerases, Type I, ATP-independent	DNA topoisomerase III (EC 5.99.1.2)	19	-4.55556	79.2578	12	
4441682.3	DNA Metabolism	DNA replication	DNA topoisomerases, Type I, ATP-independent	DNA topoisomerase III, TraE-type (EC 5.99.1.2)	1	-2	57.14	1	
4441682.3	DNA Metabolism	DNA replication	DNA topoisomerases, Type I, ATP-independent	DNA topoisomerase V	1	-7	84.38	1	
4441682.3	DNA Metabolism	DNA replication	DNA topoisomerases, Type II, ATP-dependent	DNA gyrase subunit A (EC 5.99.1.3)	21	-2.47619	73.4405	20	
4441682.3	DNA Metabolism	DNA replication	DNA topoisomerases, Type II, ATP-dependent	DNA gyrase subunit B (EC 5.99.1.3)	23	-4.69565	75.0457	20	
4441682.3	DNA Metabolism	DNA replication	DNA topoisomerases, Type II, ATP-dependent	DNA topoisomerase VI subunit B (EC 5.99.1.3)	1	-7	84.38	1	
4441682.3	DNA Metabolism	DNA replication	DNA topoisomerases, Type II, ATP-dependent	Topoisomerase IV subunit A (EC 5.99.1.-)	12	-1.83333	69.8917	11	
4441682.3	DNA Metabolism	DNA replication	DNA topoisomerases, Type II, ATP-dependent	Topoisomerase IV subunit B (EC 5.99.1.-)	6	-5.83333	72.4367	6	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	DOE COG2016	Thioredoxin	20	-3.4	76.968	13	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Dolichol metabolism	Dolichol kinase (EC 2.7.1.108)	1	3	80	1	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Dolichol metabolism	Dolichol-phosphate mannosyltransferase (EC 2.4.1.83)	2	-0.5	69.715	2	
4441682.3	Carbohydrates	Monosaccharides	D-ribose utilization	Ribokinase (EC 2.7.1.15)	6	1.16667	82.995	6	
4441682.3	Carbohydrates	Monosaccharides	D-ribose utilization	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	1	-4	69.7	1	
4441682.3	Carbohydrates	Monosaccharides	D-ribose utilization	Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)	6	-3	72.29	5	
4441682.3	Carbohydrates	Monosaccharides	D-ribose utilization	Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)	4	0.75	74.3125	4	
4441682.3	Carbohydrates	Monosaccharides	D-ribose utilization	Ribose operon repressor	4	1	77.52	4	
4441682.3	Carbohydrates	Monosaccharides	D-Sorbitol(D-Glucitol) and L-Sorbose Utilization	PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components (EC 2.7.1.69)	2	-2	88.025	2	
4441682.3	Carbohydrates	Monosaccharides	D-Sorbitol(D-Glucitol) and L-Sorbose Utilization	PTS system, glucitol/sorbitol-specific IIC component (EC 2.7.1.69)	1	3	100	1	
4441682.3	Carbohydrates	Monosaccharides	D-Tagatose and Galactitol Utilization	6-phosphofructokinase (EC 2.7.1.11)	11	-4.72727	80.9391	8	
4441682.3	Carbohydrates	Monosaccharides	D-Tagatose and Galactitol Utilization	Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)	1	-1	77.78	1	
4441682.3	Carbohydrates	Monosaccharides	D-Tagatose and Galactitol Utilization	Tagatose-6-phosphate kinase (EC 2.7.1.144)	2	0.5	70.38	2	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose synthesis	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	5	-6.6	85.688	4	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose synthesis	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	3	-2.66667	81.7033	3	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose synthesis	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	6	-4.33333	73.5217	5	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose synthesis	dTDP-Rha:A-D-GlcNAc-diphosphoryl polyprenol, A-3-L-rhamnosyl transferase WbbL	1	-5	79.31	1	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose synthesis	dTDP-rhamnosyl transferase RfbF (EC 2.-.-.-)	1	1	70	1	
4441682.3	Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose synthesis	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	11	-4.63636	80.1336	10	
4441682.3	Stress Response	Detoxification	D-tyrosyl-tRNA(Tyr) deacylase	D-tyrosyl-tRNA(Tyr) deacylase	6	-3	77.0217	6	
4441682.3	Clustering-based subsystems	EC49-61	-	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	2	2	69.445	2	
4441682.3	Clustering-based subsystems	EC49-61	-	Bis(5&#39;-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)	1	2	75	1	
4441682.3	Clustering-based subsystems	EC49-61	-	Dihydrofolate reductase (EC 1.5.1.3)	1	1	85.71	1	
4441682.3	Clustering-based subsystems	EC49-61	-	Dimethyladenosine transferase (EC 2.1.1.-)	6	0.833333	82.0567	6	
4441682.3	Clustering-based subsystems	EC49-61	-	DnaJ-like protein DjlA	1	-5	58.33	1	
4441682.3	Clustering-based subsystems	EC49-61	-	Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	2	-2	71.665	2	
4441682.3	Clustering-based subsystems	EC49-61	-	RNA polymerase associated protein RapA (EC 3.6.1.-)	1	3	100	1	
4441682.3	Clustering-based subsystems	EC49-61	-	Survival protein SurA precursor (Peptidyl-prolyl cis-trans isomerase SurA) (EC 5.2.1.8)	3	-1	70.2633	3	
4441682.3	Clustering-based subsystems	EC699-706	-	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)	1	2	72.22	1	
4441682.3	Clustering-based subsystems	EC699-706	-	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	2	2.5	84.62	2	
4441682.3	Clustering-based subsystems	EC699-706	-	FIG042796: Hypothetical protein	2	1	76.925	2	
4441682.3	Clustering-based subsystems	EC699-706	-	Lactam utilization protein LamB	1	2	68.42	1	
4441682.3	Membrane Transport	ECF class transporters	-	Additional substrate-specific component NikN of nickel ECF transporter	1	2	92.31	1	
4441682.3	Membrane Transport	ECF class transporters	-	ATPase component BioM of energizing module of biotin ECF transporter	1	2	84.62	1	
4441682.3	Membrane Transport	ECF class transporters	-	ATPase component NikO of energizing module of nickel ECF transporter	3	-0.5	79.81	2	
4441682.3	Membrane Transport	ECF class transporters	-	ATPase component of general energizing module of ECF transporters	5	-4	81.144	4	
4441682.3	Membrane Transport	ECF class transporters	-	Duplicated ATPase component BL0693 of energizing module of predicted ECF transporter	1	-5	75.86	1	
4441682.3	Membrane Transport	ECF class transporters	-	Duplicated ATPase component CbrU of energizing module of predicted cobalamin ECF transporter	1	-12	97.3	1	
4441682.3	Membrane Transport	ECF class transporters	-	Duplicated ATPase component Cce_1530 of energizing module of predicted ECF transporter	1	-4	66.67	1	
4441682.3	Membrane Transport	ECF class transporters	-	Duplicated ATPase component MtsB of energizing module of methionine-regulated ECF transporter	1	-2	61.29	1	
4441682.3	Membrane Transport	ECF class transporters	-	Duplicated ATPase component SS1136 of energizing module of predicted ECF transporter	1	0	60	1	
4441682.3	Membrane Transport	ECF class transporters	-	Substrate-specific component NikM of nickel ECF transporter	1	4	100	1	
4441682.3	Membrane Transport	ECF class transporters	-	Substrate-specific component QueT (COG4708) of predicted queuosine-regulated ECF transporter	2	-2.5	72.995	2	
4441682.3	Membrane Transport	ECF class transporters	-	Substrate-specific component RibU of riboflavin ECF transporter	2	-3.5	71.75	2	
4441682.3	Membrane Transport	ECF class transporters	-	Substrate-specific component ThiT of thiamin ECF transporter	2	0	60.355	1	
4441682.3	Membrane Transport	ECF class transporters	-	Substrate-specific component TrpP of tryptophan ECF transporter	2	0	82.575	1	
4441682.3	Membrane Transport	ECF class transporters	-	Transmembrane component BL0694 of energizing module of predicted ECF transporter	1	3	91.67	1	
4441682.3	Membrane Transport	ECF class transporters	-	Transmembrane component NikQ of energizing module of nickel ECF transporter	2	-1.5	72.105	2	
4441682.3	Membrane Transport	ECF class transporters	-	Transmembrane component of general energizing module of ECF transporters	4	-2.75	82.07	4	
4441682.3	Membrane Transport	Protein translocation across cytoplasmic membrane	EcsAB transporter affecting expression and secretion of secretory preproteins	Foldase protein PrsA precursor (EC 5.2.1.8)	1	-2	58.62	1	
4441682.3	Stress Response	Osmotic stress	Ectoine biosynthesis and regulation	Diaminobutyrate-pyruvate aminotransferase (EC 2.6.1.46)	1	1	70	1	
4441682.3	Iron acquisition and metabolism	Encapsulating protein for DyP-type peroxidase and ferritin-like protein oligomers	-	Predicted iron-dependent peroxidase, Dyp-type family	1	3	75	1	
4441682.3	Respiration	Electron donating reactions	Energy-conserving hydrogenase (ferredoxin) Ech	Energy-conserving hydrogenase (ferredoxin), subunit B	2	-6	81.2	1	
4441682.3	Respiration	Electron donating reactions	Energy-conserving hydrogenase (ferredoxin) Ech	Energy-conserving hydrogenase (ferredoxin), subunit E	2	-4.5	81.985	2	
4441682.3	Respiration	Reverse electron transport	Energy conserving hydrogenase, Methanococcales-Methanobacteriales-Methanopyrales	Energy conserving hydrogenase Eha associated protein (protein S)	2	-8.5	84.47	1	
4441682.3	Respiration	Reverse electron transport	Energy conserving hydrogenase, Methanococcales-Methanobacteriales-Methanopyrales	Energy conserving hydrogenase Eha associated protein, ribokinase homolog (protein T)	1	0	59.26	1	
4441682.3	Respiration	Reverse electron transport	Energy conserving hydrogenase, Methanococcales-Methanobacteriales-Methanopyrales	Energy conserving hydrogenase Eha large subunit homolog (protein O)	1	-9	87.5	1	
4441682.3	Respiration	Reverse electron transport	Energy conserving hydrogenase, Methanococcales-Methanobacteriales-Methanopyrales	Energy conserving hydrogenase Eha polyferredoxin (protein P3)	2	-6	77.395	1	
4441682.3	Respiration	Reverse electron transport	Energy conserving hydrogenase, Methanococcales-Methanobacteriales-Methanopyrales	Energy conserving hydrogenase Eha proton-sodium antiporter homolog protein H	1	-5	75.76	1	
4441682.3	Respiration	Reverse electron transport	Energy conserving hydrogenase, Methanococcales-Methanobacteriales-Methanopyrales	Energy conserving hydrogenase Eha small subunit homolog (protein N)	1	-11	91.18	1	
4441682.3	Respiration	Reverse electron transport	Energy conserving hydrogenase, Methanococcales-Methanobacteriales-Methanopyrales	Energy conserving hydrogenase Eha transmembrane protein D	1	-10	83.78	1	
4441682.3	Respiration	Reverse electron transport	Energy conserving hydrogenase, Methanococcales-Methanobacteriales-Methanopyrales	Energy conserving hydrogenase Eha transmembrane protein G	1	-3	70.37	1	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	14	-3.28571	76.0807	12	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	2-dehydro-3-deoxygluconate aldolase (EC 4.1.2-)	1	1	54.84	1	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	10	-0.6	76.464	8	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	4	0	73.9975	4	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	6-phosphogluconolactonase (EC 3.1.1.31)	2	-4	92.31	2	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	D-glycerate 2-kinase (EC 2.7.1.-)	1	3	91.67	1	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Enolase (EC 4.2.1.11)	8	-3.125	83.8712	7	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Glucokinase (EC 2.7.1.2)	7	1.14286	78.5386	7	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Gluconate dehydratase (EC 4.2.1.39)	2	2.5	83.335	2	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Gluconolactonase (EC 3.1.1.17)	1	1	91.67	1	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	2	-3	90.695	2	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	1	-7	100	1	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	7	-3.42857	84.3614	7	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NAD)	2	-7	80.425	1	
4441682.3	Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, cyanobacterial	1	-1	71.43	1	
