OTU	Test-Statistic	P	FDR_P	Bonferroni_P	surface_mean	bottom_mean	taxonomy
4254478	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
220368	1.0	0.317310507863	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
4112171	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1106406	1.0	0.317310507863	0.403070104583	1.0	0.0	3.0	k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__[Balneolaceae]; g__KSA1; s__
103478	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
575467	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
331521	1.0	0.317310507863	0.403070104583	1.0	2.5	0.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
137233	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
145578	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Catellatospora; s__
214749	1.0	0.317310507863	0.403070104583	1.0	6.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
675804	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
782387	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
214169	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
215343	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
4372469	1.0	0.317310507863	0.403070104583	1.0	0.0	2.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
4394718	1.0	0.317310507863	0.403070104583	1.0	0.0	3.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Thiobacterales; f__; g__; s__
1096310	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
829	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Archaea; p__Crenarchaeota; c__MCG; o__pGrfC26; f__; g__; s__
243632	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
222350	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
319907	1.0	0.317310507863	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
565567	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
2870419	1.0	0.317310507863	0.403070104583	1.0	0.0	2.5	k__Bacteria; p__Gemmatimonadetes; c__Gemm-2; o__; f__; g__; s__
1575174	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Archaea; p__Crenarchaeota; c__MBGA; o__NRP-J; f__; g__; s__
243855	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__[Entotheonellales]; f__[Entotheonellaceae]; g__; s__
4478282	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
4341176	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
635273	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
850135	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
739481	1.0	0.317310507863	0.403070104583	1.0	0.0	6.5	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Natronomonas; s__
204875	1.0	0.317310507863	0.403070104583	1.0	1.0	0.5	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
3771037	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__OP8; c__OP8_1; o__HMMVPog-54; f__; g__; s__
4351648	1.0	0.317310507863	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
138926	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__[Thermodesulfovibrionaceae]; g__GOUTA19; s__
1042351	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
1105149	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
1848217	1.0	0.317310507863	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
957360	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
199919	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
3292593	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
4453467	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
2331572	1.0	0.317310507863	0.403070104583	1.0	0.0	3.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
235789	1.0	0.317310507863	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
605483	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
2406106	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
4051676	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
575708	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
152130	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
332042	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
138353	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
3018647	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
4413502	1.0	0.317310507863	0.403070104583	1.0	0.0	5.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__Desulfovermiculus; s__
311603	1.0	0.317310507863	0.403070104583	1.0	4.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
555635	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
4369693	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
313833	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
703224	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
842964	1.0	0.317310507863	0.403070104583	1.0	0.0	2.0	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halorhabdus; s__
260592	1.0	0.317310507863	0.403070104583	1.0	0.0	16.5	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
250674	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
160311	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
4463853	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
211380	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
4308759	1.0	0.317310507863	0.403070104583	1.0	1.0	0.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
226395	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
810004	1.0	0.317310507863	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
2578357	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
563942	1.0	0.317310507863	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
1136589	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
226718	1.0	0.317310507863	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__
4305554	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
4419835	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__
217548	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
245736	1.0	0.317310507863	0.403070104583	1.0	0.0	3.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
839026	1.0	0.317310507863	0.403070104583	1.0	0.0	26.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-4; o__; f__; g__; s__
214128	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
825188	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
1857346	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
253644	1.0	0.317310507863	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
235675	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
249749	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
1107637	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
4365717	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__flexus
4315315	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Gramella; s__
362645	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
106498	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__; s__
803166	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
4312802	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
4325612	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1682858	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
245895	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
705844	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__; g__; s__
4393663	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
154224	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
821187	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
669483	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Acidobacteria; c__BPC102; o__MVS-40; f__; g__; s__
4302249	1.0	0.317310507863	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
545290	1.0	0.317310507863	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
200046	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
108986	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__
4370064	1.0	0.317310507863	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
814817	1.0	0.317310507863	0.403070104583	1.0	1.0	0.5	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
222074	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
640625	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
91901	1.0	0.317310507863	0.403070104583	1.0	0.0	13.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Halothiobacillaceae; g__Halothiobacillus; s__
4298525	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__
4306131	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
4464776	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta; s__
4441572	1.0	0.317310507863	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
4361039	1.0	0.317310507863	0.403070104583	1.0	0.0	4.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
214584	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__
816501	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria
236435	1.0	0.317310507863	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__; s__
909520	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__Anaeromyxobacter; s__
1105298	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
1733407	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
855806	1.0	0.317310507863	0.403070104583	1.0	0.0	28.0	k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__[Balneolaceae]; g__KSA1; s__
246449	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
660036	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfohalobiaceae; g__; s__
1782491	1.0	0.317310507863	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
4484276	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
138554	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__; g__; s__
4402182	1.0	0.317310507863	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__
4463224	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cereus
665551	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__
217822	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
4390410	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia
4329545	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
818286	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
4476579	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
1143180	1.0	0.317310507863	0.403070104583	1.0	0.0	10.0	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__SAGMA-X; g__; s__
518380	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
657718	1.0	0.317310507863	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
4105145	1.0	0.317310507863	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
254401	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__
4349212	1.0	0.317310507863	0.403070104583	1.0	2.5	0.0	k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__; g__; s__
1062966	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
2362284	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
540592	1.0	0.317310507863	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
225131	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Chloroflexi; c__P2-11E; o__; f__; g__; s__
2654188	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
589382	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
4417095	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
759624	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
4382279	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__; s__
151283	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
156710	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
221349	1.0	0.317310507863	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__N1423WL; f__; g__; s__
156718	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Haloplanus; s__
625475	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
2957830	1.0	0.317310507863	0.403070104583	1.0	0.0	2.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__
250533	1.0	0.317310507863	0.403070104583	1.0	4.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
153570	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
244008	1.0	0.317310507863	0.403070104583	1.0	0.0	11.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__
303643	1.0	0.317310507863	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__
141786	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
